epoch,train_rec,train_con,rec_loss,con_loss,concept_mae,baseline_mae,topk_mae,topk_recovery,topk_corr,hr,ndcg,mrr
11,5.45035231411457,0.1481387219702204,6.1758904457092285,0.1539023220539093,0.039213020354509354,0.04246819019317627,0.1381089687347412,0.8844210505485535,0.6842460632324219,"{5: 0.1943708609271523, 10: 0.2816225165562914, 20: 0.38311258278145693}","{5: 0.1272135804031069, 10: 0.1554488933639021, 20: 0.18107356898832005}",0.13145419493416288
12,5.446875556310018,0.1477863219877084,6.182206869125366,0.15380214899778366,0.03921901807188988,0.04246819019317627,0.13750849664211273,0.8883703947067261,0.68437260389328,"{5: 0.1912251655629139, 10: 0.27864238410596026, 20: 0.37682119205298015}","{5: 0.1284268107635296, 10: 0.1563432756638685, 20: 0.18118250259500465}",0.13368202866307946
13,5.4462800294160845,0.14747589124987523,6.149040222167969,0.15323183685541153,0.038299623876810074,0.04246819019317627,0.13693293929100037,0.8942419290542603,0.6820151209831238,"{5: 0.1966887417218543, 10: 0.2809602649006622, 20: 0.3824503311258278}","{5: 0.13059125483430775, 10: 0.15788686386007347, 20: 0.1834522878886848}",0.13484313156431085
14,5.444430124759674,0.14717373124634225,6.149145603179932,0.15329763293266296,0.038325872272253036,0.04246819019317627,0.13863249123096466,0.8891257047653198,0.688204288482666,"{5: 0.19072847682119207, 10: 0.2826158940397351, 20: 0.3850993377483444}","{5: 0.12844563162089973, 10: 0.15811728168007555, 20: 0.18401807570299566}",0.13489986192311673
15,5.440449918309848,0.14692707986881334,6.181603908538818,0.15293261408805847,0.03837905451655388,0.04246819019317627,0.13610368967056274,0.8934192657470703,0.6893243193626404,"{5: 0.1900662251655629, 10: 0.2758278145695364, 20: 0.38145695364238413}","{5: 0.12565397553096544, 10: 0.15324030996158422, 20: 0.17996767561956747}",0.13083148981561724
16,5.438491529226303,0.14671956238647302,6.1811017990112305,0.1530482918024063,0.038120243698358536,0.04246819019317627,0.13824330270290375,0.877658486366272,0.6873787641525269,"{5: 0.1879139072847682, 10: 0.2768211920529801, 20: 0.3826158940397351}","{5: 0.12508683867801892, 10: 0.1537039043098096, 20: 0.18041705201003724}",0.13104273815028714
17,5.437252051631609,0.1464975691710909,6.1457719802856445,0.1525246948003769,0.037527039647102356,0.04246819019317627,0.1361953765153885,0.8874828815460205,0.6900176405906677,"{5: 0.19337748344370861, 10: 0.28211920529801326, 20: 0.38973509933774836}","{5: 0.1290656841353865, 10: 0.1576426828144402, 20: 0.18488437071541286}",0.13460606455013452
18,5.4362471252679825,0.1463461940176785,6.1732141971588135,0.15255821496248245,0.037746451795101166,0.04246819019317627,0.1363653987646103,0.8879956603050232,0.6874898076057434,"{5: 0.19586092715231787, 10: 0.28377483443708607, 20: 0.3885761589403974}","{5: 0.12963483696741773, 10: 0.15787681933270384, 20: 0.1843373128120473}",0.13425063581656146
19,5.435084011157354,0.14616990089416504,6.169928073883057,0.15239015966653824,0.03737030550837517,0.04246819019317627,0.1362873762845993,0.8802582621574402,0.6951450109481812,"{5: 0.19105960264900662, 10: 0.2860927152317881, 20: 0.3880794701986755}","{5: 0.12745404275047859, 10: 0.15793299390780216, 20: 0.18366663850695883}",0.13349051065002845
20,5.433887019753456,0.14599660973375042,6.155598402023315,0.1525564193725586,0.03731856122612953,0.04246819019317627,0.13787896931171417,0.8714078664779663,0.6923257112503052,"{5: 0.19188741721854305, 10: 0.2816225165562914, 20: 0.38973509933774836}","{5: 0.12940031645313793, 10: 0.15819435372257865, 20: 0.18534508004093803}",0.13551757004087334
21,5.432649935285251,0.1458369057625532,6.177892446517944,0.15257158875465393,0.037543319165706635,0.04246819019317627,0.13613361120224,0.885924220085144,0.6926455497741699,"{5: 0.19271523178807948, 10: 0.2806291390728477, 20: 0.3894039735099338}","{5: 0.12916420942900197, 10: 0.1573691664942053, 20: 0.18488041959850993}",0.1348203292745628
22,5.431020544966062,0.14573367722332478,6.173506498336792,0.1520601287484169,0.0370379239320755,0.04246819019317627,0.13523413240909576,0.8860726952552795,0.6971988081932068,"{5: 0.19172185430463576, 10: 0.2804635761589404, 20: 0.3889072847682119}","{5: 0.13149939530732616, 10: 0.16008821702161372, 20: 0.1874978273909613}",0.13846551756195674
23,5.430991005897522,0.1456110393628478,6.109478950500488,0.15200618654489517,0.036811742931604385,0.04246819019317627,0.13679635524749756,0.8699911832809448,0.6981786489486694,"{5: 0.19105960264900662, 10: 0.28427152317880794, 20: 0.39155629139072845}","{5: 0.12776164376972526, 10: 0.15781558712586663, 20: 0.18489340472695054}",0.13423278000181085
24,5.430156778295835,0.14547728275259336,6.145971298217773,0.151815727353096,0.03704098239541054,0.04246819019317627,0.13341844081878662,0.8938393592834473,0.6969214677810669,"{5: 0.1945364238410596, 10: 0.2892384105960265, 20: 0.3913907284768212}","{5: 0.13165442864626448, 10: 0.1620688836306136, 20: 0.18787793292115065}",0.13787786218504242
25,5.427577841281891,0.1453899517034491,6.161371231079102,0.1519954353570938,0.03660092502832413,0.04246819019317627,0.13659000396728516,0.8877617716789246,0.6942018270492554,"{5: 0.18874172185430463, 10: 0.2846026490066225, 20: 0.3844370860927152}","{5: 0.12641091252004863, 10: 0.15705036895954055, 20: 0.1822674176550859}",0.13296002520630693
26,5.428338879346848,0.1453064757399261,6.151343822479248,0.15208827704191208,0.03685583546757698,0.04246819019317627,0.136872798204422,0.8783318400382996,0.6915335655212402,"{5: 0.19089403973509933, 10: 0.2860927152317881, 20: 0.38973509933774836}","{5: 0.12983508078467768, 10: 0.16045224019233753, 20: 0.18662780862770334}",0.13694978423465956
27,5.428229766090711,0.1451464234230419,6.182446718215942,0.1517833173274994,0.03673238307237625,0.04246819019317627,0.134515181183815,0.8963233828544617,0.6951043009757996,"{5: 0.19304635761589403, 10: 0.2801324503311258, 20: 0.3927152317880795}","{5: 0.12879432021387366, 10: 0.15687464025636383, 20: 0.18531415320390107}",0.13444217909250827
28,5.427079533537229,0.1451233578224977,6.147159099578857,0.15192657709121704,0.037024516612291336,0.04246819019317627,0.13725300133228302,0.8821046352386475,0.6887449026107788,"{5: 0.19072847682119207, 10: 0.28211920529801326, 20: 0.3920529801324503}","{5: 0.12760727231865687, 10: 0.1570512177928394, 20: 0.18493990866553706}",0.13411246798685844
29,5.427209746837616,0.14500985189030569,6.193702459335327,0.151723712682724,0.03634611517190933,0.04246819019317627,0.13553044199943542,0.8944810032844543,0.6946589350700378,"{5: 0.18874172185430463, 10: 0.2801324503311258, 20: 0.3846026490066225}","{5: 0.12745412359174513, 10: 0.15695412237912615, 20: 0.18342356902874069}",0.1342934564249405
30,5.425178281466166,0.14491473507756988,6.18034291267395,0.15140819549560547,0.03634358569979668,0.04246819019317627,0.13379892706871033,0.8913717269897461,0.6968639492988586,"{5: 0.18725165562913906, 10: 0.2731788079470199, 20: 0.38559602649006625}","{5: 0.1248112053271161, 10: 0.152628907462619, 20: 0.1809415602526128}",0.13118246722695054
31,5.425083846847216,0.14486800900970895,6.166533946990967,0.15124263614416122,0.03619442880153656,0.04246819019317627,0.1330120712518692,0.8907360434532166,0.6998693346977234,"{5: 0.19304635761589403, 10: 0.2802980132450331, 20: 0.3869205298013245}","{5: 0.12960147983980494, 10: 0.15763998473716886, 20: 0.18453620759067157}",0.1351719332057119
32,5.425053775310516,0.14479502451916534,6.152629375457764,0.1511734202504158,0.03620966896414757,0.04246819019317627,0.13233214616775513,0.8932664394378662,0.7027216553688049,"{5: 0.19403973509933775, 10: 0.2870860927152318, 20: 0.39437086092715234}","{5: 0.13002104096065295, 10: 0.16003261338796046, 20: 0.18718640156929067}",0.13621397207904334
33,5.4242710918188095,0.14471549180646737,6.147923231124878,0.1515045091509819,0.036326903849840164,0.04246819019317627,0.135295107960701,0.8887977600097656,0.6954262256622314,"{5: 0.19536423841059603, 10: 0.2850993377483444, 20: 0.38725165562913905}","{5: 0.132620128101071, 10: 0.16150441959204262, 20: 0.18738126438974545}",0.13860425128052567
34,5.424879141648611,0.14469836211452883,6.164053440093994,0.15150876343250275,0.036131005734205246,0.04246819019317627,0.1367587298154831,0.8791642785072327,0.6982526779174805,"{5: 0.19403973509933775, 10: 0.281953642384106, 20: 0.3928807947019868}","{5: 0.13013236948985926, 10: 0.15841874886822227, 20: 0.18629034181304324}",0.13567684754630588
35,5.4231147100528085,0.14459596912687023,6.1231255531311035,0.15119177848100662,0.035908717662096024,0.04246819019317627,0.13513879477977753,0.8747947216033936,0.7007408142089844,"{5: 0.18857615894039736, 10: 0.2814569536423841, 20: 0.38973509933774836}","{5: 0.12673788512779388, 10: 0.1566315202523541, 20: 0.1839731986948986}",0.13367020562784562
36,5.422880258162817,0.1445587031232814,6.1651482582092285,0.1512833833694458,0.0359981395304203,0.04246819019317627,0.13494306802749634,0.8960537910461426,0.6974322199821472,"{5: 0.1935430463576159, 10: 0.2814569536423841, 20: 0.38973509933774836}","{5: 0.1301917423475657, 10: 0.1585732516863488, 20: 0.18587849598057224}",0.13600083913234687
37,5.422791620095571,0.14451140336071452,6.154553174972534,0.15100295841693878,0.03603389859199524,0.04246819019317627,0.1333114057779312,0.8939923644065857,0.6970958709716797,"{5: 0.1947019867549669, 10: 0.28841059602649005, 20: 0.3933774834437086}","{5: 0.13060536163532183, 10: 0.16072439736877844, 20: 0.18711348779943604}",0.13647159803782077
38,5.423024130860965,0.14444069390495617,6.1448235511779785,0.15120944380760193,0.035889871418476105,0.04246819019317627,0.1352565437555313,0.8902891874313354,0.6997406482696533,"{5: 0.19089403973509933, 10: 0.28211920529801326, 20: 0.38973509933774836}","{5: 0.12804930225902836, 10: 0.15740497917528973, 20: 0.18446245004009726}",0.1343229938027085
39,5.422075479229291,0.14440689863016207,6.1728925704956055,0.1511693075299263,0.035582564771175385,0.04246819019317627,0.1343640685081482,0.886461079120636,0.7032245397567749,"{5: 0.19486754966887418, 10: 0.2857615894039735, 20: 0.39056291390728476}","{5: 0.13107656011518265, 10: 0.16040339690960007, 20: 0.1869074082532466}",0.1369970258498034
40,5.419897690415382,0.144371892636021,6.167536020278931,0.15090524405241013,0.035659246146678925,0.04246819019317627,0.13448727130889893,0.884501576423645,0.7015929222106934,"{5: 0.1913907284768212, 10: 0.2849337748344371, 20: 0.38990066225165565}","{5: 0.1282326401464197, 10: 0.15836422143393006, 20: 0.18478786140088213}",0.1344905423802256
41,5.421668255329132,0.14431854765862226,6.145452976226807,0.15124067664146423,0.03552493825554848,0.04246819019317627,0.13585379719734192,0.8877570629119873,0.6999030709266663,"{5: 0.19536423841059603, 10: 0.2890728476821192, 20: 0.39105960264900663}","{5: 0.13116753180295426, 10: 0.16138028782724545, 20: 0.1871350421021316}",0.13703134296745653
42,5.421831450859705,0.14429832802464565,6.126052379608154,0.1510089710354805,0.03583797067403793,0.04246819019317627,0.13444001972675323,0.8900972604751587,0.6984282732009888,"{5: 0.19337748344370861, 10: 0.2900662251655629, 20: 0.39602649006622515}","{5: 0.1304561387624172, 10: 0.16149802302682637, 20: 0.188183341121042}",0.13709599071780576
43,5.4200328379869465,0.1442096289868156,6.119211196899414,0.15062323212623596,0.035679206252098083,0.04246819019317627,0.1316116452217102,0.8996710181236267,0.7025656700134277,"{5: 0.19519867549668873, 10: 0.2869205298013245, 20: 0.3937086092715232}","{5: 0.13101044711687707, 10: 0.1605075558289787, 20: 0.18743887389732514}",0.1366844025668719
44,5.420607270797094,0.1441435653405885,6.14278769493103,0.15059273689985275,0.03547848016023636,0.04246819019317627,0.13245895504951477,0.8872900009155273,0.7020071744918823,"{5: 0.18990066225165564, 10: 0.2806291390728477, 20: 0.39105960264900663}","{5: 0.12858068200926118, 10: 0.15768750929674566, 20: 0.1854280686536372}",0.13524857577898644
45,5.420534018675486,0.14416951844468712,6.177369117736816,0.1508646085858345,0.03558658808469772,0.04246819019317627,0.13517555594444275,0.8822693824768066,0.7006130814552307,"{5: 0.19188741721854305, 10: 0.2793046357615894, 20: 0.39006622516556294}","{5: 0.12719257177896057, 10: 0.15530773945991566, 20: 0.18322034418977648}",0.13265605193889693
46,5.421320675810178,0.1440753429196775,6.137318134307861,0.1506270170211792,0.035327404737472534,0.04246819019317627,0.13331338763237,0.894304633140564,0.7007638216018677,"{5: 0.19817880794701986, 10: 0.28658940397350996, 20: 0.39619205298013244}","{5: 0.1310770300050445, 10: 0.1594020515088214, 20: 0.1872002759516634}",0.13571192255083298
47,5.419575140873591,0.14403261154269179,6.1416709423065186,0.15053338557481766,0.03516094386577606,0.04246819019317627,0.13174478709697723,0.9007030725479126,0.7041628956794739,"{5: 0.19536423841059603, 10: 0.2816225165562914, 20: 0.39188741721854303}","{5: 0.13070993486619154, 10: 0.15848369472074192, 20: 0.18637947436200072}",0.1359861512847294
48,5.420024039347966,0.14402192883814374,6.140580177307129,0.15091128647327423,0.03543851524591446,0.04246819019317627,0.13390253484249115,0.8805771470069885,0.7054791450500488,"{5: 0.1943708609271523, 10: 0.2827814569536424, 20: 0.38658940397350994}","{5: 0.13087218834074918, 10: 0.1593771574513012, 20: 0.18558435503220716}",0.1365580375620861
49,5.4194255898396175,0.14399533389757077,6.129777908325195,0.15086724609136581,0.035621996968984604,0.04246819019317627,0.1341484934091568,0.8981176614761353,0.6985443830490112,"{5: 0.19933774834437087, 10: 0.2915562913907285, 20: 0.39403973509933776}","{5: 0.13389110438871069, 10: 0.16334845940798323, 20: 0.1891311847610979}",0.1387793635690449
50,5.420262724161148,0.14392428249120712,6.139320135116577,0.15080980956554413,0.035596393048763275,0.04246819019317627,0.13388152420520782,0.8852759003639221,0.6994143724441528,"{5: 0.19801324503311257, 10: 0.2846026490066225, 20: 0.3927152317880795}","{5: 0.13154127108340233, 10: 0.15943901617795425, 20: 0.1866700077688457}",0.1359654053946994
